X,Y
-85.51870738,106.3437499
18.17384297,41.29862487
-82.35452902,80.46658571
95.43342362,-125.3731458
71.33221561,-102.1213287
14.6762135,4.297081585
30.5579727,-40.50030216
74.52320345,-108.2878134
-16.82110867,-31.56602616
81.91657932,-141.7826062
22.70088219,-19.69233979
-1.723798178,-16.58926969
36.7723377,-36.11958693
-79.75657973,82.19952031
-36.82221761,84.45754263
-21.97269951,49.02104895
-76.22699398,80.99414075
51.97762656,-25.13009346
26.09128812,-35.07394206
-23.65992754,50.8256898
49.82884065,-94.5524539
73.03633271,-117.0391269
28.02318493,3.649468504
-64.8538739,120.8366584
24.58440498,-27.97316757
-30.1233782,82.37335728
-96.40248502,84.28286318
-47.04936999,51.60286373
-43.51422321,105.6106584
49.04431151,-75.5245955
-71.66071525,72.0475084
-10.58454998,45.48466211
90.72485426,-139.9504914
42.69764926,-28.78269306
48.97013279,-67.81086232
-62.63735928,124.3686683
68.03481821,-97.78165728
55.61327878,-107.4465245
-88.8877199,130.9017853
-62.56444021,87.40566218
65.03994074,-73.00823364
98.01707012,-156.7832585
80.53999208,-104.3451221
-70.51009936,105.3996785
59.43295271,-139.7962803
62.57862337,-138.4407855
65.34706694,-87.83468006
-63.90964398,38.35762807
-54.67216047,84.84255754
-71.9037394,112.886036
75.79906802,-63.46144424
50.35370411,-27.6045715
33.30672281,-4.457783516
-51.44752171,68.07967413
-79.22665877,66.77716306
-56.91844118,77.94220383
86.0999519,-105.2261675
85.86538685,-134.2988257
91.52745521,-159.0309324
-4.730569199,-39.31094063
-14.09856412,-1.336542639
-72.92594728,99.22032095
28.06907953,-65.61488736
-62.26816247,63.3952444
-60.29968713,74.84791536
-68.10000339,115.3788317
-57.19795623,54.24761533
-17.20212288,107.1868859
-77.00762684,42.73889085
26.88897951,-21.59029084
55.3334733,-26.61939664
-14.96901265,-39.41895334
-20.15081965,-20.40544289
35.68474161,-78.69773489
-58.86412626,61.53733917
-8.865436958,-10.85727343
18.51189923,11.73253596
47.40725635,-42.88958159
-13.4248476,13.89304301
98.87907286,-104.5301168
-51.94104984,122.2500962
-55.42288963,71.84413764
-97.59521056,77.3307814
-5.971418926,-40.54301539
-96.67724166,122.9095988
-25.9591917,63.6590996
-99.70902801,113.8541301
-88.69405524,92.7116778
91.87072003,-103.7006603
-92.49555911,99.2425514
4.269149574,14.15149428
14.57388238,-29.24027629
6.911758054,7.160501132
54.34489464,-91.30965525
-76.91885326,136.9660688
7.827032264,28.14117905
16.08417695,-97.00802523
-96.57654325,87.61640793
-65.24503324,70.37476001
40.57590524,-46.33938083
47.88248688,18.9597017
80.4343238,-125.5287149
-44.86348373,54.42015578
98.26529589,-101.3794768
41.81194212,-26.63908182
9.135113098,-62.48795178
69.58004525,-131.6562112
6.509096595,16.18124573
21.43919119,-21.20892616
-29.47346559,14.33687857
15.45257247,-102.552305
18.65992313,-36.33603445
-76.37176942,126.0193173
10.91089561,-34.15118992
57.58699062,-58.7723384
-19.75573711,32.50782135
20.94261055,-21.01993839
56.61973404,-65.85245409
-82.02029294,95.04782247
50.79168854,-127.936908
4.503186094,-26.71427415
49.82863544,-78.48515501
22.47891705,-43.63794721
-8.861558279,18.08756869
6.020501023,28.35282279
42.89927864,-106.1072257
-73.9499507,120.0218554
-34.81619484,40.25444665
-57.28951567,55.62113878
5.018588947,47.11596133
-94.97056147,133.8488134
92.13428334,-107.939259
-66.12197696,83.48623563
-34.98496492,70.54178125
-8.005048288,14.34426561
75.21960069,-81.31551618
-18.81567007,51.49838008
-92.23073418,133.2788433
-99.02753164,184.39153
-82.25273248,62.34023625
-38.39733717,48.60880561
-19.80322702,40.48093774
-46.7935638,69.60873789
73.64161229,-154.7308129
72.41301727,-40.29674622
-46.0973308,73.00582211
94.93626934,-123.137853
-30.68759381,50.50959371
32.7346717,21.68689404
-68.05668878,92.6958351
73.60703889,-114.2530501
57.59728616,-72.35893768
11.48561528,-17.7134096
45.9619266,-74.97858244
-2.90328227,-0.277855342
-74.63473612,58.74376425
-17.75528076,6.990295525
-81.14115936,105.12151
57.55120334,-60.32089144
-17.92625138,27.23264964
68.13075193,-121.1910207
-0.25922209,14.2328902
-33.71851742,-2.403435514
66.18788191,-125.2361758
79.60161078,-107.0740493
-60.93622632,132.3953957
77.96643889,-108.8398072
39.84032306,-62.62208441
27.97019253,-39.99605508
36.46495016,-41.30130094
91.02550056,-115.2381955
75.86244801,-76.41372512
-42.33167819,97.77402828
-11.25512901,-5.499143487
36.96853532,-81.23200095
-23.9326681,10.1389384
-50.34881686,38.32803342
44.13117492,37.76521515
33.19221851,-67.09327358
5.395212164,14.39678938
-38.36054658,21.95494798
-90.38197263,135.1323988
58.66284734,-22.56976805
73.59212739,-113.1100559
-99.37352128,132.2677918
-42.40310593,10.98693695
-73.03350046,126.9659658
-65.5999606,84.19245986
42.97890528,-78.99072509
37.14107499,-96.29760817
84.93984048,-108.7471606
-61.33681298,63.32383142
64.04899503,-180.16905
-22.28103168,41.65941973
-43.28579451,47.40627992
31.01801989,-1.523745305
11.04782526,-32.91883288
6.597594218,-21.20354966
78.83474017,-136.3200482
-16.94510928,42.36858182
-45.58788911,43.83341787
-5.328340176,6.114779136
-10.24348726,28.10317914
-57.90962647,64.20173666
-47.52821308,35.28342939
-8.745613648,-4.336342209
34.80332424,-76.15373737
76.2514228,-113.1339631
-0.279136281,5.944730014
4.286483629,-17.97926603
-30.9011667,39.40447099
16.02381095,-41.42506348
-75.78536249,140.6431345
83.49750363,-105.1502022
-36.08894646,47.00863167
29.19091075,-32.02103839
-8.759204391,31.39954176
-17.42087542,42.48844972
94.68721147,-129.3605433
-16.21822082,-14.5148743
97.43162449,-99.48588929
41.24044012,-30.61419433
61.61872749,-113.7095624
-84.61305792,146.0600553
-0.110227149,11.0958927
11.68905902,-58.6274275
52.05378304,-13.02262622
49.549106,-84.29313332
-56.84886184,104.8034743
-21.66762045,26.60075885
-72.87977971,81.52203951
-55.73168262,68.90047952
48.55308672,-67.91383352
-85.81514293,143.949127
64.23613951,-61.38101526
64.99578548,-76.43295554
65.89024714,-74.99847073
-86.2947932,101.54061
15.90969595,-116.244528
-51.53370686,24.18640678
69.04946514,-65.42105542
41.10427583,-55.1602561
54.20230208,-63.67630439
91.28492852,-110.1815768
78.88189959,-95.05073159
23.2546764,-8.942996839
82.61234695,-79.75300478
-35.20851582,20.14859365
-60.49675513,88.15111951
73.81932442,-119.8907581
64.61094497,-110.2709035
98.01568016,-106.4449874
23.9157944,-38.59518749
83.99626147,-62.45320648
1.557332464,5.401416535
93.10809271,-97.38398231
52.64412039,-50.45441177
18.83694502,16.86918998
-47.19755161,53.32263724
-96.05821972,165.0783754
-42.12978398,27.63814756
-47.89217934,93.35682898
17.19359411,18.178819
-17.72824684,-3.010788501
7.664086763,-19.00808871
-90.80655659,113.0407402
42.00926623,-60.93828075
